매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,시간대_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,지하철역_수,평일_생활인구_평균,주말_생활인구_평균,상권내_총_아파트_세대_수,배후지_총_아파트_세대_수,면적당_버스정류장_수,면적당_점포_수,면적당_집객시설_수,직장인구/상주인구
627337.641,2022,골목상권,2110983,국립국악고등학교,0,0,0,1,0,0,1,0,2703,1231,783,57989,1,0,0,0,56041,4216,0,0,66689.2,63065.5,626,2866.514679517285,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
530176.4928,2022,골목상권,2110957,언북중학교,0,0,0,1,0,0,0,1,1761,1088,1251,167345,0,0,0,0,94815,0,0,0,153791.6,95044.5,532,2866.779946360712,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
647823.6341,2022,골목상권,2110983,국립국악고등학교,0,0,0,1,0,0,0,1,2703,1231,783,55726,1,0,0,0,56041,4406,0,0,64581.8,60197.0,626,2867.040744308716,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
586753.7645,2022,골목상권,2110949,한남IC,0,0,0,1,0,0,0,1,564,281,1683,61603,0,0,0,0,62126,0,0,0,54217.6,46825.0,96,2867.551360693065,0.0,0.482889611434826,0.482889611434826,2.984042553191489
553509.0217,2022,골목상권,2110999,윗방죽마을공원,0,0,0,1,0,0,0,1,3177,2401,268,8296,0,1,0,0,239796,42655,0,0,10306.8,9907.5,17,2864.6011789552167,0.1668084538524412,0.2085105673155515,0.4170211346311031,0.0843563109852061
550521.1978,2022,골목상권,2110999,윗방죽마을공원,0,0,0,1,0,0,0,0,3177,2401,268,8392,0,1,0,0,239796,45677,0,0,10775.0,10198.5,17,2865.353548739962,0.1668084538524412,0.2085105673155515,0.4170211346311031,0.0843563109852061
499809.4855,2022,골목상권,2110957,언북중학교,0,0,0,1,0,0,0,0,1761,1088,1251,169758,0,0,0,0,94815,0,0,0,154003.8,94870.0,532,2865.979961916571,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
533281.0906,2022,골목상권,2110949,한남IC,0,0,0,1,0,0,0,0,564,281,1683,62872,0,0,0,0,62126,0,0,0,55648.2,49653.0,96,2866.569263486198,0.0,0.482889611434826,0.482889611434826,2.984042553191489
563419.2355,2022,골목상권,2110983,국립국악고등학교,0,0,0,1,0,0,0,0,2703,1231,783,54822,1,0,0,0,56041,4156,0,0,63810.4,60152.5,626,2864.743975281166,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
907703.0842,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,1,1,0,0,2836,1257,783,83707,1,0,0,0,56041,0,0,0,76496.4,73060.0,602,2866.990420052339,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458
502593.9011,2020,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,1,0,3836,2425,1542,128720,1,1,0,4,133221,0,0,0,129777.4,105131.5,1637,2869.2854104642965,0.0,0.675569167023217,0.5254426854625022,0.4019812304483837
513341.0714,2020,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,1,0,944,361,10837,53845,0,0,0,0,52363,87447,514015,1,40955.8,39348.0,250,2868.129554501328,0.5729236292802169,1.1458472585604338,2.100719974027462,11.479872881355933
867282.1905,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,1,0,2836,1257,783,63170,1,0,0,0,56041,0,0,0,61956.4,58735.5,602,2869.044256599292,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458
557741.0285,2020,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,0,1,3836,2425,1542,132760,1,1,0,4,133221,0,0,0,134334.8,111264.0,1637,2871.36022104122,0.0,0.6005059262428596,0.5254426854625022,0.4019812304483837
617999.2464,2020,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,0,1,944,361,10837,54141,0,0,0,0,52363,87071,530931,1,41217.2,39490.5,250,2870.2073787355407,0.5729236292802169,1.1458472585604338,2.100719974027462,11.479872881355933
1295615.746,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,0,1,2836,1257,783,61352,1,0,0,0,56041,0,0,0,60867.0,57733.0,602,2870.632941180809,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458
601352.3768,2020,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,0,0,3870,2549,1542,131149,0,1,0,0,133221,0,0,0,131744.8,111778.5,1663,2872.658651847527,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
523843.6069,2020,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,0,0,890,353,10837,51402,0,0,0,0,52363,87922,535454,1,39603.6,37968.0,250,2871.4205143170866,0.5729236292802169,1.1458472585604338,2.291694517120868,12.176404494382025
1242315.109,2020,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,0,0,2703,1231,783,66412,1,0,0,0,56041,0,0,0,64339.6,62863.0,611,2871.606738272164,0.0,0.535322353277065,0.535322353277065,0.2896781354051054
624140.1815,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,1,1,0,0,3870,2549,1542,125120,0,1,0,0,133221,0,0,0,127036.4,107818.0,1663,2873.396273058084,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
512828.7444,2021,골목상권,2110975,매봉역 1번,0,0,0,0,1,1,0,0,890,353,10837,56943,0,0,0,0,52363,44941,535530,1,42377.2,40289.5,250,2872.1595435933923,0.3819490861868113,1.1458472585604338,2.291694517120868,12.176404494382025
1217231.215,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,1,1,0,0,2703,1231,783,68094,1,0,0,0,56041,4749,0,0,66712.2,66143.0,611,2872.34750135224,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
567309.4762,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,1,0,3870,2549,1542,118168,0,1,0,0,133221,0,0,0,122304.0,102460.0,1663,2874.144199936965,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
1208379.484,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,1,0,2703,1231,783,58600,1,0,0,0,56041,4572,0,0,56425.0,55269.5,611,2873.098605407516,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
680018.4928,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,0,1,3870,2549,1542,97367,0,1,0,0,133221,0,0,0,100166.4,87818.0,1663,2874.902572061224,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
635194.9475,2021,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,0,1,890,353,10837,64870,0,0,0,0,52363,30545,528455,1,52927.6,46417.5,250,2873.668693265712,0.3819490861868113,1.1458472585604338,2.291694517120868,12.176404494382025
1177033.587,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,0,1,2703,1231,783,68827,1,0,0,0,56041,4391,0,0,64719.8,63413.5,611,2873.8601904845395,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
609408.9239,2021,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,0,0,3870,2549,1542,96934,0,1,0,0,133221,0,0,0,99491.8,83629.0,1728,2874.4345676667654,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008
500398.3043,2021,골목상권,2110975,매봉역 1번,0,0,0,0,1,0,0,0,890,353,10837,59742,0,0,0,0,52363,32884,582763,1,46040.0,40050.0,250,2873.137042966152,0.3819490861868113,1.1458472585604338,2.291694517120868,12.176404494382025
969268.7174,2021,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,0,0,2703,1231,783,66390,1,0,0,0,56041,4558,0,0,61671.2,60118.0,626,2873.2513327013603,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
1150231.333,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,1,1,0,0,2703,1231,783,69272,1,0,0,0,56041,4246,0,0,62890.2,61365.5,626,2871.6342667724184,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
999550.7444,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,1,1,0,0,3177,2401,268,11590,0,1,0,0,239796,71103,0,0,9660.6,9407.0,17,2872.18276950307,0.1668084538524412,0.1251063403893309,0.4170211346311031,0.0843563109852061
711170.6926,2022,골목상권,2110957,언북중학교,0,0,0,0,1,1,0,0,1761,1088,1251,153382,0,0,0,0,94815,0,0,0,148880.2,99452.0,532,2872.421443269154,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
502877.925,2022,골목상권,2110961,언주역 3번,0,0,0,0,1,1,0,0,2163,1335,962,138379,1,0,0,0,63031,0,0,0,129215.0,96803.0,684,2873.072266332375,0.0,0.6346083673113231,0.1586520918278307,0.4447526583448913
769509.6952,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,1,1,0,0,3870,2549,1542,97865,0,1,0,0,133221,0,0,0,100296.4,85595.5,1728,2873.085644631563,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
848186.3667,2022,골목상권,2110949,한남IC,0,0,0,0,1,1,0,0,564,281,1683,66866,0,0,0,0,62126,0,0,0,51430.2,45089.5,96,2872.323620096169,0.0,0.482889611434826,0.482889611434826,2.984042553191489
845692.0547,2022,골목상권,2110955,논현초등학교,0,0,0,0,1,1,0,0,7089,4515,3430,454219,0,0,0,0,190912,0,0,0,433774.8,410537.0,2138,2872.742531196275,0.0,0.6809420046932618,0.6285618504860878,0.4838482155452109
684184.8444,2022,골목상권,2110981,국악고교사거리,0,0,0,0,1,1,0,0,2118,907,361,74961,0,0,0,0,67409,0,0,0,61618.0,57653.5,608,2871.617019197577,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
985477.1822,2022,골목상권,2110997,대청초등학교,0,0,0,0,1,1,0,0,7187,3441,1724,347476,1,0,0,0,236963,93171,0,0,307220.0,299068.0,982,2869.970712288136,0.3798061300709394,0.4220068111899326,1.8990306503546963,0.2398775566995964
529619.1,2022,골목상권,2110975,매봉역 1번,0,0,0,0,1,1,0,0,890,353,10837,56937,0,0,0,0,52363,28797,516543,1,43997.2,39542.0,250,2869.3398497371745,0.1909745430934056,1.1458472585604338,2.291694517120868,12.176404494382025
785306.1083,2022,골목상권,2110967,역삼역 8번,0,0,0,0,1,1,0,0,1279,864,377,105451,0,0,0,0,68671,0,0,0,98743.0,74827.0,404,2870.836505012909,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
685298.4212,2022,골목상권,2110957,언북중학교,0,0,0,0,1,0,1,0,1761,1088,1251,163758,0,0,0,0,94815,0,0,0,160136.0,100033.0,532,2869.7271095099445,0.0,0.3164056320202499,0.7382798080472499,0.7103918228279387
681123.9423,2022,골목상권,2110967,역삼역 8번,0,0,0,0,1,0,1,0,1279,864,377,113892,0,0,0,0,68671,0,0,0,106872.8,78545.0,404,2870.3765710929765,0.0,0.5824875129239417,0.4368656346929562,0.2947615324472244
835083.044,2022,골목상권,2110949,한남IC,0,0,0,0,1,0,1,0,564,281,1683,76351,0,0,0,0,62126,0,0,0,56551.8,50028.5,96,2870.528535509376,0.0,0.482889611434826,0.482889611434826,2.984042553191489
528952.9835,2022,골목상권,2110961,언주역 3번,0,0,0,0,1,0,1,0,2163,1335,962,164953,1,0,0,0,63031,0,0,0,160544.2,121245.5,684,2870.7261458209377,0.0,0.6346083673113231,0.1586520918278307,0.4447526583448913
510207.6552,2022,골목상권,2110992,도곡초등학교,0,0,0,0,1,0,1,0,7894,3681,2179,363742,3,0,0,0,138866,0,0,0,263858.0,302590.0,1970,2870.4055898435654,0.0,0.5760949404461855,0.2160356026673195,0.276032429693438
984603.7198,2022,골목상권,2110999,윗방죽마을공원,0,0,0,0,1,0,1,0,3177,2401,268,11430,0,1,0,0,239796,78555,0,0,9668.4,9291.0,17,2869.313786068794,0.1668084538524412,0.1668084538524412,0.4170211346311031,0.0843563109852061
788987.9371,2022,골목상권,2110997,대청초등학교,0,0,0,0,1,0,1,0,7187,3441,1724,321351,1,0,0,0,236963,107456,0,0,282580.6,278253.5,982,2870.699756463722,0.3798061300709394,0.4642074923089258,1.8990306503546963,0.2398775566995964
798591.457,2022,골목상권,2110955,논현초등학교,0,0,0,0,1,0,1,0,7089,4515,3430,448075,0,0,0,0,190912,0,0,0,430978.2,400407.5,2138,2869.7547500836527,0.0,0.6285618504860878,0.6285618504860878,0.4838482155452109
660879.1538,2022,골목상권,2110981,국악고교사거리,0,0,0,0,1,0,1,0,2118,907,361,75980,0,0,0,0,67409,0,0,0,63300.4,59493.0,608,2869.142619769751,0.0,0.5933925736919403,0.2966962868459701,0.1704438149197356
678831.0518,2022,골목상권,2110971,선정릉역 4번,0,0,0,0,1,0,1,0,3870,2549,1542,98396,0,1,0,0,133221,0,0,0,101191.8,84309.0,1728,2868.7086577522887,0.0,0.5254426854625022,0.0750632407803574,0.3984496124031008
1085168.289,2022,골목상권,2110983,국립국악고등학교,0,0,0,0,1,0,1,0,2703,1231,783,74176,1,0,0,0,56041,5272,0,0,66689.2,63065.5,626,2868.489663675421,0.1784407844256883,0.535322353277065,0.535322353277065,0.2896781354051054
